,title,countries_distinct_count,institutions_distinct_count,cited_by_count,publication_year,id,num_authors,total_author_domain_count,mean_author_domain_count,max_author_domain_count,total_author_field_count,mean_author_field_count,max_author_field_count,total_author_subfield_count,mean_author_subfield_count,max_author_subfield_count
96,Bahan Ajar Tema Daerah Tempat Tinggalku Berbasis Kearifan Lokal,1,1,2,2019,https://openalex.org/W2981982173,3,4,2.6666666666666665,4,9,4.666666666666667,8,16,6.666666666666667,10
97,Generalized path expressions,1,1,3,1983,https://openalex.org/W4248157987,2,3,2.5,3,8,6.0,6,20,14.0,15
98,Fuzzy Type Relations and Transformation Operators Defined by Monads,1,1,5,2020,https://openalex.org/W3092337208,1,4,4.0,4,7,7.0,7,14,14.0,14
99,Psychological aspects of the professional values system generating in pre-set aviation personnel,1,1,0,2010,https://openalex.org/W2460193378,1,1,1.0,1,1,1.0,1,1,1.0,1
0,SQL injection avoidance for protected database with ASCII using SNORT and HONEYPOT,1,0,4,2016,https://openalex.org/W2583003808,2,1,1.0,1,2,1.5,2,4,2.5,4
1,The Need for Cognition and Meta-learning Competence among Students of Teacher Education at the University Level,0,0,1,2018,https://openalex.org/W2974040385,3,3,2.3333333333333335,3,6,4.333333333333333,5,10,5.666666666666667,7
2,A Parallel Interval Arithmetic-based Reliable Computing Method on a GPU,2,2,2,2017,https://openalex.org/W2767163509,2,3,2.0,3,8,4.5,8,19,10.0,19
3,Density Based Spatial Clustering Application with Noise by Varying Densities,0,0,1,2019,https://openalex.org/W4254040831,3,4,2.6666666666666665,4,11,4.666666666666667,7,23,8.666666666666666,15
4,Dense Quantum Measurement Theory,2,2,29,2019,https://openalex.org/W3101609252,2,3,2.5,3,6,5.0,6,14,11.5,14
5,Bounds on distances between eigenvalues,1,2,6,1984,https://openalex.org/W1999142838,2,2,2.0,2,8,7.0,7,21,15.0,16
6,A Many Objective-Based Feature Selection Model for Anomaly Detection in Cloud Environment,1,1,21,2020,https://openalex.org/W3012382091,5,4,3.0,4,18,7.4,8,51,17.4,19
7,"Investigation of Tools, Techniques and Languages for Model Driven Software Product Lines (SPL): A Systematic Literature Review",1,2,3,2019,https://openalex.org/W2965502933,4,4,2.75,4,8,3.75,6,20,6.0,9
8,Introspection,1,1,6,1996,https://openalex.org/W2058116230,2,2,1.5,2,3,2.5,3,13,8.0,11
9,The First-Order Theory of Ground Tree Rewrite Graphs,1,2,1,2014,https://openalex.org/W3102428005,2,4,3.0,4,7,4.5,5,16,9.5,11
10,Time-Step Volume-Preserving Control of Chemical Reactors,1,2,2,2007,https://openalex.org/W2126916821,2,4,3.5,4,12,8.5,9,24,14.5,18
11,Productivity in Parallel Programming: A Decade of Progress,1,1,2,2014,https://openalex.org/W2253763984,4,4,2.75,4,15,6.5,10,37,14.5,19
12,Let Me Know What to Ask: Interrogative-Word-Aware Question Generation,1,1,12,2019,https://openalex.org/W2988115511,3,4,2.0,3,8,3.3333333333333335,6,11,5.333333333333333,9
13,Analysing the Linux kernel feature model changes using FMDiff,2,2,13,2015,https://openalex.org/W2169622310,3,3,2.3333333333333335,3,7,4.333333333333333,7,19,10.666666666666666,14
14,Organisational maturity and functional performance,1,1,8,2009,https://openalex.org/W1965293843,5,4,2.8,4,13,6.4,9,41,13.6,19
15,Contraction semigroups for diffusion with drift,0,0,1,1984,https://openalex.org/W2005859893,1,2,2.0,2,7,7.0,7,12,12.0,12
16,Current Topics of SIGGRAPH 2011,0,0,4,2011,https://openalex.org/W2916745680,2,4,3.0,3,10,6.5,7,27,16.5,18
17,Aspect level sentiment analysis using machine learning,1,1,6,2017,https://openalex.org/W2771642857,4,4,1.75,4,9,3.0,9,15,4.5,14
18,Bayesian models for sparse probability tables,1,2,1,1996,https://openalex.org/W1973482067,2,4,3.5,4,12,7.5,9,22,12.5,18
19,Xrootd Storage Element Deployment at GridKa WLCG Tier-1 Site,1,1,0,2011,https://openalex.org/W1996341631,1,1,1.0,1,4,4.0,4,7,7.0,7
20,Selected Aspects of Analyses of Failure Rates of Active Safety Systems in Buses,2,2,9,2014,https://openalex.org/W4212915442,4,2,2.0,2,11,6.5,9,37,15.5,18
21,Co-designing a digital platform with boundary objects: bringing together heterogeneous users in healthcare,2,3,34,2019,https://openalex.org/W2945549908,4,4,3.5,4,14,7.75,10,50,17.75,21
22,Testing restorable systems: formal definition and heuristic solution based on river formation dynamics,1,1,14,2013,https://openalex.org/W2052240326,3,3,2.3333333333333335,3,13,7.0,9,24,12.666666666666666,16
23,Analisis Teknik Mesin Pencacah Plastik,1,1,0,2019,https://openalex.org/W2943472460,1,4,4.0,4,9,9.0,9,18,18.0,18
24,Multiple Antenna-Aided Cascaded Energy and Matched Filter Detector for Cognitive Radio Networks,1,1,3,2015,https://openalex.org/W1740187883,2,3,2.5,3,7,5.0,5,20,11.0,11
25,Gusein-Zade problem for directed path,1,2,6,2010,https://openalex.org/W2080387854,2,4,3.0,4,9,6.5,9,20,13.5,16
26,The basic principles of mental-structured educational technology competencies focused on the formation of technical specialists,0,0,0,2015,https://openalex.org/W4246917324,3,4,3.0,4,16,7.666666666666667,15,35,13.333333333333334,22
27,An Empirical Analysis and Performance Evaluation of Feature Selection Techniques for Belief Network Classification System,1,1,4,2015,https://openalex.org/W2186351191,1,4,4.0,4,12,12.0,12,20,20.0,20
28,Role of Operational Search Data in Inquiry of Convicted,0,0,0,2017,https://openalex.org/W2609297304,2,3,2.5,3,8,5.5,8,14,8.0,13
29,Horizontally scaling dCache SRM with the Terracotta platform,1,1,0,2011,https://openalex.org/W1983691910,4,3,2.0,3,7,4.25,7,15,6.5,11
30,Efficient Resource Consumption by Dynamic Clustering and Optimized Routes in Wireless Sensor Networks,1,1,2,2018,https://openalex.org/W2889810837,1,4,4.0,4,7,7.0,7,13,13.0,13
31,A conceptual model for data management in the field of ecology,1,0,8,2014,https://openalex.org/W1973910417,2,3,2.5,3,7,5.0,7,15,10.5,14
32,The games mathematicians play,2,3,0,1982,https://openalex.org/W1999359002,1,2,2.0,2,10,10.0,10,19,19.0,19
33,Design and Implementation of Typing Game for the Disabled,1,2,0,2013,https://openalex.org/W1990502045,2,3,2.5,3,9,5.5,6,23,12.0,13
34,An Interesting Application of Simple Exponential Smoothing in Music Analysis,1,1,3,2013,https://openalex.org/W2322428982,4,3,1.5,3,6,2.5,5,19,6.75,12
35,ANALISA PEMROSESAN DATA SECARA ONLINE ( ONLINE ANALYTICAL PROCESSING / OLAP) UNTUK DUNIA PENDIDIKAN,1,1,0,2015,https://openalex.org/W1701161101,1,2,2.0,2,7,7.0,7,13,13.0,13
36,"PENGEMBANGAN APLIKASI WEB PENGUKURAN KINERJA UMKM MENGGUNAKAN METODE TERINTEGRASI AHP, WPM DAN BALANCED SCORECARD",0,0,0,2014,https://openalex.org/W2612815988,3,4,3.3333333333333335,4,12,8.333333333333334,11,36,16.0,19
37,Constructive Membership Predicates as Index Types,1,1,0,2007,https://openalex.org/W2040832496,2,4,3.0,4,8,5.0,7,17,9.0,15
38,Duality for a Class of Nondifferentiable Multiobjective Programming Problems,2,2,22,2000,https://openalex.org/W2055394249,3,4,2.6666666666666665,3,10,6.333333333333333,8,27,13.333333333333334,18
39,Prostate cancer detection from multi-institution multiparametric MRIs using deep convolutional neural networks system (Erratum),1,2,0,2019,https://openalex.org/W2976338024,6,4,3.0,4,15,5.5,8,44,12.833333333333334,19
40,The Application of Micro-media to Adult English Education,1,1,0,2016,https://openalex.org/W2507726133,1,2,2.0,2,2,2.0,2,2,2.0,2
41,Guest Editors’ Introduction to Special Issue on Advances in DSP System Design,3,3,1,2013,https://openalex.org/W2005088936,3,3,1.6666666666666667,2,8,4.333333333333333,6,21,11.666666666666666,16
42,Collective action and market formation: An integrative framework,3,3,87,2017,https://openalex.org/W2522962151,3,4,3.0,4,17,10.0,13,31,14.666666666666666,19
43,“Anti-Bayesian” flat and hierarchical clustering using symmetric quantiloids,2,3,3,2017,https://openalex.org/W2499240117,3,4,3.6666666666666665,4,8,5.0,6,20,11.0,13
44,Integrating object-oriented data modelling with a rule-based programming paradigm,1,1,93,1990,https://openalex.org/W2153320798,5,4,3.0,4,13,6.2,8,33,11.6,13
45,"Current opinion, status and future development of digital pathology in Switzerland",1,3,22,2019,https://openalex.org/W2996583486,4,4,3.25,4,7,4.5,6,24,11.25,15
46,Hand Gesture Recognition Using Different Algorithms Based on Artificial Neural Network,1,1,1,2011,https://openalex.org/W3045782103,2,2,1.5,2,2,1.5,2,5,3.5,5
47,An Effective Filtering Method for Skyline Queries in MANETs,1,1,1,2010,https://openalex.org/W2008893362,3,4,2.3333333333333335,4,10,4.666666666666667,10,26,10.0,20
48,"The discussing on teaching reform of ""Data structure"" course in application-oriented universities",1,1,0,2015,https://openalex.org/W2335399151,1,4,4.0,4,9,9.0,9,18,18.0,18
49,Modelling the Behaviour of Context-aware Systems: State-of-the-Art Analysis and Introduction of a Customized UML Profile,1,1,1,2019,https://openalex.org/W2920804286,3,3,2.3333333333333335,3,5,3.6666666666666665,5,16,8.333333333333334,16
50,Uniform complete controllability and global control over asymptotic invariants of linear systems in the Hessenberg form,0,0,2,2015,https://openalex.org/W2501978159,1,4,4.0,4,9,9.0,9,16,16.0,16
51,A Model to Investigate Performance of Orthogonal Frequency Code Division Multiplexing,1,1,3,2012,https://openalex.org/W3197380021,3,4,3.0,4,12,5.666666666666667,9,30,12.666666666666666,19
52,Email as a mode of communication among Tunisian postgraduate students,1,1,0,2017,https://openalex.org/W2767622087,1,2,2.0,2,2,2.0,2,2,2.0,2
53,Data selection for noise robust exemplar matching,1,1,0,2016,https://openalex.org/W2394984893,3,4,2.6666666666666665,4,9,5.0,7,21,10.333333333333334,13
54,Incremental fuzzy C medoids clustering of time series data using dynamic time warping distance,1,1,16,2018,https://openalex.org/W2804412910,5,4,3.8,4,18,9.6,12,66,20.2,23
55,Special issueAdvance design and neo-usability. Developing a human interface for the future office.,1,1,0,1990,https://openalex.org/W2329748357,1,2,2.0,2,5,5.0,5,13,13.0,13
56,Smoothly varying affine stitching,2,3,212,2011,https://openalex.org/W2010339833,5,4,3.0,4,16,6.2,9,43,11.6,17
57,Test Generation in the Presence of Timing Exceptions and Constraints,0,0,0,2007,https://openalex.org/W4236796643,4,1,1.0,1,3,2.25,3,13,5.25,11
58,Expressivity in chain-based modal logics,1,1,11,2017,https://openalex.org/W2733196847,2,3,2.5,3,9,5.5,8,18,10.5,16
59,ITTDG: Integrated T-way test data generation strategy for interaction testing,1,2,33,2011,https://openalex.org/W2159943171,2,2,2.0,2,6,4.0,4,15,10.0,11
60,Complexity of Inferences in Polytree-shaped Semi-Qualitative Probabilistic Networks,2,2,4,2013,https://openalex.org/W2296755212,2,4,3.0,4,9,6.0,6,18,12.0,13
61,Spatial-frequency Image Denoising for Face Recognition,1,1,0,2018,https://openalex.org/W2923498763,4,4,2.5,4,15,7.0,11,33,11.75,17
62,MPI/OpenMP Hybrid Parallel Molecular Dynamics Simulation on SMP Cluster Architecture,2,2,1,2004,https://openalex.org/W2332504037,3,4,2.3333333333333335,3,11,6.333333333333333,7,36,15.0,18
63,Leveraging Qualitative Reasoning to Learning Manipulation Tasks,1,2,5,2015,https://openalex.org/W1579101558,2,4,4.0,4,8,6.5,7,23,14.0,15
64,Understanding the Phenomenology of Asynchronous Online Interactions in an Academic Business Setting in the Sultanate of Oman,0,0,1,2017,https://openalex.org/W3095220605,0,0,0.0,0,0,0.0,0,0,0.0,0
65,Mesh refinement via bidirected flows,1,2,19,1997,https://openalex.org/W1967411971,3,4,2.0,4,7,3.0,7,16,6.0,16
66,Efficient Implementation of Pairing-Based Cryptography on a Sensor Node,2,3,23,2009,https://openalex.org/W2063242142,5,4,2.2,4,13,4.8,10,28,10.0,18
67,Exponential Synchronization for Stochastic Neural Networks with Mixed Time Delays and Markovian Jump Parameters via Sampled Data,1,1,0,2014,https://openalex.org/W2026608820,2,3,2.0,3,8,4.5,8,16,8.5,16
68,A Characterization Theorem for Externally Bayesian Groups,0,0,64,1984,https://openalex.org/W1985551543,1,3,3.0,3,8,8.0,8,12,12.0,12
69,Individual Evaluation Scheduling for Experiment-Based Evolutionary Multi-Objective Optimization,1,2,0,2008,https://openalex.org/W2173422785,2,4,3.0,4,11,6.5,7,19,11.0,12
70,SQL-like Language for Database Mining,1,1,28,1997,https://openalex.org/W2122415346,2,3,2.5,3,8,5.5,7,13,9.0,10
71,Book Pricing Update,0,0,0,1989,https://openalex.org/W4213239390,1,2,2.0,2,7,7.0,7,8,8.0,8
72,Bringing the breadth of computer science to middle schools,1,2,40,2012,https://openalex.org/W2052367914,3,4,3.3333333333333335,4,14,8.0,10,46,17.666666666666668,20
73,The “use” of an electronic resource from a social network analysis perspective,1,1,0,2014,https://openalex.org/W2146533413,2,4,3.5,4,13,8.5,11,32,17.5,20
74,Wavelet-based Image Denoising with Optimal Filter,0,0,7,2005,https://openalex.org/W1520892940,2,4,2.5,3,6,4.0,5,14,9.0,11
75,EKSISTENSI PUSTAKAWAN DALAM PENINGKATAN KUALITAS PERPUSTAKAAN PERGURUAN TINGGI MELALUI AKREDITASI PERPUSTAKAAN,1,1,0,2017,https://openalex.org/W2590918555,1,3,3.0,3,10,10.0,10,13,13.0,13
76,Intrusion Detection Algorithm for Mitigating Sinkhole Attack on LEACH Protocol in Wireless Sensor Networks,1,1,33,2015,https://openalex.org/W1587417959,2,4,2.5,4,6,4.0,6,12,6.5,11
77,Information analysis of materiality,0,0,0,2018,https://openalex.org/W4244189197,2,2,2.0,2,2,2.0,2,2,2.0,2
78,Writing two words from Pictures: An Interference Paradigm StudyStructural Complexity in Visuo-spatial Working Memory.,0,0,0,2000,https://openalex.org/W1550274862,1,4,4.0,4,9,9.0,9,18,18.0,18
79,Scaling Video Analytics Systems to Large Camera Deployments,1,4,56,2019,https://openalex.org/W2890579984,5,4,3.0,4,8,4.2,6,24,9.2,13
80,Making sense of Library 2.0 through technological frames,1,1,1,2010,https://openalex.org/W2115242995,1,3,3.0,3,7,7.0,7,17,17.0,17
81,On Methodology of Representing Knowledge in Dynamic Domains,1,1,1,1999,https://openalex.org/W1976844021,2,4,3.0,4,13,8.5,11,29,17.5,24
82,THE PSYCHOLOGICAL CHARACTERISTICS OF A PERSONALITY WHOM IS A MEMBER OF DESTRUCTIVE RELIGIOUS CULTS,0,0,0,2019,https://openalex.org/W2985159864,1,3,3.0,3,4,4.0,4,6,6.0,6
83,Analysis on Application of Real-Time Ethernet in Spacecraft,0,0,0,2015,https://openalex.org/W4320912127,3,4,2.6666666666666665,4,14,7.0,11,29,12.0,18
84,Particle velocity gradient based acoustic mode beamforming for short linear vector sensor arrays,1,1,27,2014,https://openalex.org/W2103804297,1,1,1.0,1,4,4.0,4,8,8.0,8
85,Cramér–Rao bound and statistical resolution limit investigation for near-field source localization,2,1,9,2016,https://openalex.org/W2172471206,3,3,2.0,3,11,6.333333333333333,9,30,15.0,20
86,An Algorithm for Automatic Service Composition,1,1,13,2007,https://openalex.org/W1485156897,3,3,2.0,3,8,4.333333333333333,7,19,10.0,15
87,Semantic integration using formal ontologies.,0,0,0,2012,https://openalex.org/W1986547069,1,4,4.0,4,8,8.0,8,17,17.0,17
88,OntCheck: An Ontology-Driven Static Correctness Checking Tool for Component-Based Models,1,1,3,2013,https://openalex.org/W2052190196,3,4,3.0,4,11,7.0,9,36,16.666666666666668,19
89,Gestão do escopo para o projeto Biblioteca de reuso de requisitos de software para diferentes domínios,1,1,1,2019,https://openalex.org/W2965214702,3,4,3.0,4,10,7.333333333333333,10,27,13.0,19
90,An Improved Autoencoder and Partial Least Squares Regression-Based Extreme Learning Machine Model for Pump Turbine Characteristics,1,2,12,2019,https://openalex.org/W2975408209,5,4,3.0,4,18,8.4,13,50,16.2,21
91,Data Mining for XML Query-Answering Support,0,0,0,2012,https://openalex.org/W3141872738,1,1,1.0,1,1,1.0,1,1,1.0,1
92,Design of Hydrological Monitoring Information System for Heilongjiang River,0,0,0,2019,https://openalex.org/W2914722221,1,3,3.0,3,6,6.0,6,6,6.0,6
93,Validation of the flash-evoked response from fetal MEG,3,5,18,2007,https://openalex.org/W2026060111,7,4,3.7142857142857144,4,19,8.428571428571429,10,57,16.142857142857142,20
94,Feasibility Analysis of Establishment of the Collaborative Repository for Public Libraries in Korea,0,0,0,2013,https://openalex.org/W2331056538,1,3,3.0,3,9,9.0,9,14,14.0,14
95,An elm-based classification algorithm with optimal cutoff selection for credit risk assessment,1,3,1,2016,https://openalex.org/W2804642674,4,4,2.5,3,15,7.25,11,38,13.75,19
96,"Correction: An unprecedented (3,6)-connected net featuring tcj-3,6-P21/c topology",1,1,0,2014,https://openalex.org/W1991314745,6,4,3.1666666666666665,4,14,8.333333333333334,9,52,17.333333333333332,20
97,Science Program on Photovoltaic Power Generation in Elementary School,0,0,1,2010,https://openalex.org/W2041305358,3,3,2.0,3,10,6.0,7,22,10.0,11
98,Semi-supervised Video Object Segmentation Using Multiple Random Walkers,1,0,12,2016,https://openalex.org/W2613212452,2,3,3.0,3,8,6.0,6,23,14.5,17
99,"Estimativas da radiação solar direta normal através de um modelo parametrizado, na ausência de nuvens",1,1,1,1994,https://openalex.org/W2268001665,2,1,1.0,1,4,3.5,4,8,4.5,6
0,Analysis of Dynamic Spectrum Leasing for Coded Bi-Directional Communication,1,1,28,2012,https://openalex.org/W2064130880,2,4,2.5,4,12,7.0,11,21,12.5,17
1,Application Resource Management for Highly Computational Applications in the Operational Environment: A Critical Review,1,1,1,2017,https://openalex.org/W2749584697,2,3,2.5,3,5,3.5,4,8,5.0,6
2,PENGEMBANGAN MEDIA PEMBELAJARAN KARTIK (KARTU TEMATIK) TEMA 8 KESELAMATAN DI RUMAH DAN DI PERJALANAN BAGI SISWA SEKOLAH DASAR KELAS II,1,1,6,2019,https://openalex.org/W3003518687,1,3,3.0,3,4,4.0,4,5,5.0,5
3,A new method for detection and source analysis of EEG spikes,1,2,1,2004,https://openalex.org/W1578708065,5,4,3.6,4,11,5.8,7,37,14.4,17
4,Comprehensive Model for Learning,1,2,0,2019,https://openalex.org/W2969179004,5,3,1.4,3,8,2.6,8,19,5.0,19
5,"Removal of impulse noise in digital images with na\""ıve Bayes classifier method",0,0,5,2016,https://openalex.org/W2336896100,3,4,3.3333333333333335,4,13,6.333333333333333,8,24,10.0,13
6,Research on Application of Circuit Simulation Software in Electronic Technology Teaching,0,0,1,2016,https://openalex.org/W2566818830,2,3,2.5,3,12,7.5,11,21,11.5,19
7,Agile transformation: What is it about?,2,2,18,2014,https://openalex.org/W2072143656,3,2,2.0,2,5,3.3333333333333335,4,16,7.666666666666667,13
8,Modified locally-adaptive myriad filters,0,0,0,2019,https://openalex.org/W2997541407,3,1,1.0,1,2,2.0,2,8,5.0,7
9,On the capacity of the binary‐symmetric parallel‐relay network,1,1,9,2012,https://openalex.org/W3103430498,3,4,2.6666666666666665,3,10,5.333333333333333,6,23,10.333333333333334,14
10,MEASURING THE EFFECT OF THE ENVIRONMENTAL PERFORMANCE EFFECTIVENESS OF THE ECONOMIC UNITS ON THE QUALITY OF THE FINANCIAL REPORTS TO SUPPORT THE COMPETITIVE CAPACITY AFIELD STUDY,1,1,0,2019,https://openalex.org/W3110671305,3,2,1.3333333333333333,2,2,1.3333333333333333,2,2,1.3333333333333333,2
11,A Game Theoretic Framework for Analyzing Re-Identification Risk,1,3,38,2015,https://openalex.org/W2021679349,8,4,3.375,4,16,6.75,9,49,13.0,18
12,A Breakdown-Free Variation of the Nonsymmetric Lanczos Algorithms,1,1,13,1994,https://openalex.org/W1977732568,1,4,4.0,4,8,8.0,8,15,15.0,15
13,Survey of Intrusion Detection and Prevention System in MANETs based on Data Gathering Techniques,1,0,3,2012,https://openalex.org/W2010083346,2,3,2.0,2,6,4.0,5,15,8.5,14
14,ANÁLISE DE SISTEMAS DE AQUECIMENTO SOLAR DE ÁGUA PARA USO DOMÉSTICO NO BRASIL,0,0,0,2010,https://openalex.org/W4389127721,0,0,0.0,0,0,0.0,0,0,0.0,0
15,1A1-M14 Reinforcement Learning in Continuous State and Action Spaces : Action Value Functions Expressed by Sigmoid Neural Networks and CMAC(Evolution and Learning for Robotics),1,1,0,2011,https://openalex.org/W2284058511,1,4,4.0,4,9,9.0,9,16,16.0,16
16,ICONIC programming in BACCII vs. textual programming,1,1,3,1994,https://openalex.org/W3004433400,2,1,1.0,1,1,1.0,1,1,1.0,1
17,The Various Approaches for Sentiment Analysis: A Survey,0,0,0,2016,https://openalex.org/W4235136295,0,0,0.0,0,0,0.0,0,0,0.0,0
18,Text Analysis and Automatic Triage of Posts in a Mental Health Forum,1,1,2,2016,https://openalex.org/W2507722240,3,4,2.6666666666666665,4,15,6.666666666666667,11,28,11.0,19
19,Microservice Oriented Application Development,0,0,1,2018,https://openalex.org/W2940120627,3,1,1.0,1,1,1.0,1,1,1.0,1
20,A Study on the Use of Eye Tracking to Adapt Gameplay and Procedural Content Generation in First-Person Shooter Games,1,2,23,2018,https://openalex.org/W3103915382,2,4,3.5,4,7,5.0,7,14,9.0,14
21,Cognitive Radio Engine Model Utilizing Soft Fusion Based Genetic Algorithm for Cooperative Spectrum Optimization,1,1,5,2013,https://openalex.org/W2964230492,2,4,3.5,4,9,7.0,9,23,13.5,16
22,Mixed Driven Iterative Adaptive Critic Control Design Towards Nonaffine Discrete-Time Plants,1,2,2,2020,https://openalex.org/W3152988806,2,2,1.5,2,3,2.0,3,7,4.5,6
23,The S-STK/LTK algorithm for arrival time picking of microseismic signals,1,2,12,2018,https://openalex.org/W2792283032,5,4,2.8,4,14,5.8,10,36,10.8,18
24,Video Data Integrity Verification Method Based on Full Homomorphic Encryption in Cloud System,1,1,4,2018,https://openalex.org/W2896528986,4,4,4.0,4,17,8.75,10,47,19.0,20
25,Generalizing determinization from automata to coalgebras,2,2,58,2013,https://openalex.org/W1528269269,4,4,2.25,3,11,4.75,6,32,12.25,14
26,Heatmap-Guided Balanced Deep Convolution Networks for Family Classification in the Wild,1,1,10,2019,https://openalex.org/W2961881472,3,4,3.3333333333333335,4,10,6.333333333333333,9,22,10.333333333333334,13
27,Image quality-based adaptive illumination normalisation for face recognition,1,1,6,2009,https://openalex.org/W2090665448,2,4,3.0,3,10,6.0,6,24,14.5,16
28,Predicting diabetes-related hospitalizations based on electronic health records,1,1,24,2018,https://openalex.org/W2903277834,5,4,3.2,4,12,5.4,7,38,11.2,20
29,Search transition as a measure of effort in information retrieval interaction,1,1,2,2013,https://openalex.org/W2109563274,2,3,2.5,3,7,5.0,7,15,10.5,14
30,Securing Authentication Database of Online Voting System using PIN Based Lossless Image Secret Sharing Scheme,0,0,0,2019,https://openalex.org/W4246342767,2,4,2.5,4,6,3.5,6,14,8.0,14
31,Differences and similarities between scalar inferences and scalar modifiers: The case of quantifiers,1,1,1,2015,https://openalex.org/W2235705936,1,3,3.0,3,6,6.0,6,6,6.0,6
32,Design and analysis of pass transistor logic based implicit pulse-triggered Flip-Flop,0,0,1,2014,https://openalex.org/W4251113575,2,1,1.0,1,2,1.5,2,3,2.0,3
33,Scheduling OLTP transactions via learned abort prediction,1,2,22,2019,https://openalex.org/W2946655760,4,4,2.25,3,11,4.75,8,29,10.25,14
34,IPTEKS KETEPATAN WAKTU INFORMASI PELAPORAN KEUANGAN PADA PT. BANK BRI UNIT KAROMBASAN CABANG MANADO,1,1,0,2018,https://openalex.org/W2950180245,3,2,1.3333333333333333,2,3,1.6666666666666667,3,4,2.0,4
35,A Linked List Approach for Handwritten Textline Segmentation,1,1,3,2012,https://openalex.org/W2066924532,2,3,3.0,3,8,5.5,8,16,10.0,15
36,Automated Detection of Cervical Cancer,0,0,5,2019,https://openalex.org/W4229609488,2,2,1.5,2,2,1.5,2,2,1.5,2
37,Self-managed decentralised systems using K-components and collaborative reinforcement learning,1,1,46,2004,https://openalex.org/W2119721578,2,4,3.0,4,9,6.0,8,19,11.5,12
38,Analysis Against DDOS Flooding Attacks in Healthcare System using Artificial Neural Network,0,0,2,2019,https://openalex.org/W2990515774,1,3,3.0,3,7,7.0,7,16,16.0,16
39,Daily and hourly mood pattern discovery of Turkish twitter users,1,1,2,2015,https://openalex.org/W2473940809,2,4,3.5,4,12,9.0,11,24,14.5,17
40,The synthesis of linear Finite State Machine-based Stochastic Computational Elements,2,2,31,2012,https://openalex.org/W2135206058,5,4,2.6,3,12,6.0,8,35,12.8,15
41,A new algorithm for object oriented ray tracing,1,1,8,1986,https://openalex.org/W2040663744,1,1,1.0,1,5,5.0,5,14,14.0,14
42,EPAS: A Sampling Based Similarity Identification Algorithm for the Cloud,2,2,4,2018,https://openalex.org/W2344005651,4,4,3.0,4,14,7.0,14,36,12.75,19
43,Serverless computing: economic and architectural impact,1,1,108,2017,https://openalex.org/W2739995208,2,1,1.0,1,1,1.0,1,5,3.5,5
44,A dataset for automatic contrast enhancement of microscopic malaria infected blood RGB images,2,3,4,2019,https://openalex.org/W2980313286,6,4,3.3333333333333335,4,15,6.166666666666667,7,40,11.666666666666666,16
45,Easing the Deployment and Management of Cloud Federated Networks Across Virtualised Clusters,2,3,1,2019,https://openalex.org/W2946418544,3,4,3.0,4,16,8.0,12,36,13.666666666666666,21
46,A characterization of Moessner's sieve,2,2,2,2014,https://openalex.org/W2091492998,3,3,2.0,3,6,2.6666666666666665,5,12,5.333333333333333,11
47,ASP modulo CSP: The clingcon system,1,1,65,2012,https://openalex.org/W2139922246,2,3,2.5,3,5,3.5,5,11,7.5,11
48,"Analysis of Bone ""Collagen"" Extraction Products for Radiocarbon Dating",1,2,6,2013,https://openalex.org/W4251205715,1,3,3.0,3,10,10.0,10,18,18.0,18
49,"Multilayer Structure of a New Portable, Low-Cost and Reversible Arithmetic and Logic Unit using High-Speed and Low-Power “QCA” Technology with Good-Scalability.",0,0,1,2019,https://openalex.org/W4236513162,3,4,3.3333333333333335,4,13,7.0,8,36,13.666666666666666,18
50,Context-Aware Dynamic Event Processing Using Event Pattern Templates,2,2,5,2013,https://openalex.org/W2152293058,2,4,2.5,4,10,5.5,10,18,10.0,18
51,Content recognition in dialogue,1,1,0,2006,https://openalex.org/W2118123285,1,4,4.0,4,8,8.0,8,16,16.0,16
52,"On Pause and Duration, or: the Design of Heritage Experience",1,1,5,2011,https://openalex.org/W196999421,1,4,4.0,4,9,9.0,9,20,20.0,20
53,Port Protocols for Deadlock-Freedom of Component Systems,1,1,1,2010,https://openalex.org/W2073642746,2,4,3.5,4,10,7.5,9,24,14.0,18
54,Pedagogical Conditions for Formation of Personal Professional Qualities in Students-Future Math Teachers,1,1,2,2015,https://openalex.org/W1548572497,2,4,3.0,4,9,6.5,7,15,9.5,12
55,On the Accuracy of Error Propagation Calculations by Analytic Formulas Obtained for the Inverse Transformation,1,2,2,2019,https://openalex.org/W2928393244,2,2,2.0,2,7,5.0,6,12,7.0,9
56,The Evolution of Library Automation: Management Issues and Future Perspectives (Book Review),0,0,0,1992,https://openalex.org/W1991315503,1,2,2.0,2,3,3.0,3,6,6.0,6
57,eQTL Epistasis – Challenges and Computational Approaches,1,3,25,2013,https://openalex.org/W2024799373,3,4,3.3333333333333335,4,11,6.333333333333333,8,31,14.0,18
58,OCR- The 3 Layered Approach for Decision Making State and Identification of Telugu Hand Written and Printed Consonants and Conjunct Consonants by Using Advanced Fuzzy Logic Controller,1,1,1,2016,https://openalex.org/W2415802751,2,4,3.5,4,11,7.5,9,17,12.5,14
59,Active Vision for Tremor Disease Monitoring,2,3,1,2015,https://openalex.org/W1935952761,3,3,2.3333333333333335,3,10,5.666666666666667,8,26,13.0,17
60,Comparing Wireless LAN Standards and a Model Proposal for University Wireless Network Security with 802.1x,1,2,0,2016,https://openalex.org/W2533982887,2,4,2.5,4,9,5.5,9,20,10.5,19
